제목,내용,게시자,게시날짜
"[덴마크 교환학생] AAU 개강 6주차 (칭구들과 Bowling, Poster party, 첫 헤나)",저 종이 인형을 직접 만들어와서 보여줬는데 뭔가 갑분싸였지만 손재주와 정성이 대단했다 약간 아무리 아시아지만 중국은 다들 아니까 굳이 소개할 필요가 있을까? 싶은 깡도 있어보였다... 칭구들아 고마워... 끝나고 간단하게 시상하는데 우리반 친구들이 옆에서...,comparison destroys personality,4주 전
10월은 스페인어로 octubre,현대인의 스트레스 거기다가 누비자 반납 똑바로 안됐던 이슈도 있었음 이날 너무 몸도 마음도 힘들어서 터덜터덜 집오고 누워서 애들이랑 전화하면서 좀 괜찮아지려고 노력하고있는데 갑분싸 문자 도착 너무 놀래서 달려갔더니 내 자전거 없음(?) 누가 잠금 반납 안된거...,나는 나다.,4주 전
INTP-ISTP,"대화를 하다가 나로 인해 흔히 말하는 갑분싸 상황이 주기적으로 발생했고 덕분에 나는 사회화가 잘된(?) 성격 좋아보이는 인간이 됐다 영혼없어 보인다고 듣긴 했지만 나름 상호작용을 위한 리액션을 해줄 수 있게 됐다던가, 듣기 싫은 징징거림에도 에너지를 써서 몇 마디...",힙둘기 둥지,4주 전
"[상해 일상 #5] 연극《死亡陷阱(데스트랩)》, 장예모 감독 신작 영화 《坚如磐石(견여반석)》,상해 뮤지컬...",여기서 워쓰와이궈런 워뿌넝슈어 하면 진심 갑분싸잖아요 내가 말했던 물 퍼붓는 장면...기겁했지만 너무 좋은 연출이었어 리틀잭 공연 넘버 좋은 건 말해뭐해.. 좋은 음악들을 많이 들을 수 있었던 점이 제일 좋았다. 잭 노래도 휼륭했고 라이브 밴드도 완벽했고 오히려 공연...,_Midsummer,4주 전
내 10월 훔쳐보기 2편,"닭발집은 위에서 언급한 곳인데 , 국물 닭발 시킨 줄 알았는데 아니어서 갑분싸 된게 너무 웃겼어요 . 닭발 다 먹구 헐레벌떡 달려온 지호랑 2차로 연탄상회 갔는데, 피자랑 새우튀김 맛도리 (๑ᴖ ᴈ ᴖ) 3차로 울집 갔다가 동생들 눈치보여서 지호네 집으로 옮겼는데...",연이의 하루 엿보기,4주 전
[일산 동국대병원] 응급실에서 봉합한 후기...,"아프진 않았는데, 피가 나더라 놀란 코치님 달려오셔서 지혈해주시고 ...갑분싸됨(머쓱) 급한대로 근처 피부과에 갔더니 피부과는 외과적 시술을 할 수 없다고 지혈만 해주셨다. 근처 성형외과란 성형외과는 싹 다 전화를 돌렸지만... 개인 성형외과가 당일 응급시술을...",체리삐의 소소한 생활,4주 전
[100자평] 노르드 월드에서 힐러로 살아가고 있습니다 14,[eBook] 노르드 월드에서 힐러로 살아가고 있습니다 14 ㅣ 노르드 월드에서 힐러로 살아가고 있습니다 14 은차우 / 휘슬북 / 2023년 10월 평점 : 전투 길드의 활약에 방관하던 친목 길드도 날뛰고 브륀힐드의 등장으로 갑분싸해지는 노르드 월드!두둥~ 다음 이야기도...,"[orz님의 서재] ""책과 통하는 블로그, 알라딘 서재!""",4주 전
찐따특) 갑분싸 만듦,재밌을 줄 알고 올렸는데 댓글이 안달리네…,포만한 수학 연구소,4주 전
제주도 컨셉 청담 루나 스튜디오 촬영 후기(f .배건우 작가님),"갑분싸 돼서 너무 속상했다 ㅠㅠ 작가님도 이모님도 헤변쌤도 그래도 그냥 했다가 나중에 사진 볼 때마다 후회하는 것보다는 좀 늦어지더라도,, 지금 전화해서 가지고 와달라고 하면 어떠냐고 해서 전화 때렸더니 퀵으로 바로 보내주시기는 함 하아 근데 기분이 진짜 ^^ 확...",파워없는 블로그,4주 전
https://m.blog.naver.com/yhhonii/223251060229,내가 가자해서 눈치보고 갑분싸되버림 이게 입니까 입니까 오르막길 90도(뻥아님) 저렇게 계속 20분정도 등산^^;; 물회에 밥말아서 먹는게 쵝오 회덮밥도 맛있드만요 술먹고 운동하는거? 나쁘지않더라구요.. 막..더..으샤샤 하는 feeling? 저 채은씨랑만 cafe 갈게요. i am...,@yhhonii,4주 전
23년 10월 월간일기,"뭐 스탠드업 코미디가 전체적으로 그럴 순 있는데 욕과 19금 주제들로 짤막하게 이야기하며 개그하는 형식이었는데 재미와 갑분싸 분위기는 한 끗 차이.. 우리가 갔던 날 출연진 분들! 나는 박철현님, 이제규님이 제일 재미있었다 지난 달, 수영하겠다고 유난 떨다가 평소...",게으른 J의 메모장,4주 전
가을아가지맛,먹으러 …..ㅎ 얘가 팀플이랑 시험 때무네 너무 바빠가지고 자주 못 만나서 너무 속상하다 ㅜㅡㅜ 너는 내 남자친구나 다름 없는데 진짜 …………… 집 가고 싶었지만 유정이랑 헤어지고 정신력으로 코딩 공부하러 왔다 근데 커핀 그루나루가 로 망해있길래? 반대편...,April 27,4주 전
북한산 나들이_feat.북한산둘레캠프,하면서 아는 척하니까 갑분싸됨 유진 남친은 몰랐나 봄 내 입이 방정이었지ㅎ 그래도 이제 삼겹살 데이트 하면 되지~ 고기는 고기대장님께서 구워주심 역시 잘구워 내가 본 고기대장 중 너가 1등이란다? 살포시 올려 둔 내 고구마..ㅎ 왼쪽 유진작 오른쪽 은섭작 이런 작품은...,빼어난 옥돌의 얼레벌레 지구 정복기,4주 전
"10월 일상(2) - 두류공원 피크닉, 마리, 아시안게임 결승, 축구 직관",(친구)아버님과 함께 축구 아시안게임 결승보기╰( ▪‿▪)╮ 경기 초반 0:1로 골을 먹혔을 때 갑분싸 였지만 압도적인 경기력으로 2:1 역전승 우승 ʕ•̭͡•ʕ•̯ͦ͡•ʕ•̻̀•́ʔ 우승해서 다행이고 다음엔 제가 식사 대접하고 싶습니당 맛있게 잘 먹었습니다! 내가 원래...,성엽,4주 전
[문토] 산책 소셜링 후기,"2차 카페는 단체 예약을 했더라면 좋았을 것 같다는 생각이 듦 - 후기와 별개로 어떤 남성분이 남녀평등에 어긋나는 말씀을 하셔서 갑분싸. 다음엔 산책 소셜링은 4-5명 모집하는 곳으로 가야겠다,,,, 날씨가 좋아서 망정이지 날씨마저 안 좋았더라면 할 말 많은데 긴 말 안 한다.",극I가 작성하는 블로그,4주 전
2023년 10월 30일 플레이오프 1차전,"NC에게 kt가 압도당하다가 9회에서 이용찬 선수 상대로 배정대 선수가 만루홈런을 쳐냈는데, 갑분싸가 나왔지만 이상호 선수가 땅볼로 물러나면서 9:5로 NC가 이겼습니다. NC가 깔끔하게 압승하나 했지만 만루홈런 맞아 이용찬 선수가 불안한 모습 보이다보니 다음...",에이체스의 마법공간,4주 전
갑분싸라니,이용찬 선수가 만루홈런을 배정대 선수에게 맞네요. 배정대 선수가 두산 출신도 아주 털어버립니다.,대한민국 야구대표 두산베어스,4주 전
2023.10.30,"술도 좀 취했고, 배부르다. 피곤하다. 2차는 진짜 괜히 갔다. 왜 거절하지 않았을까.. 예전에는 체면이나 사회생활 이런 거 생각 안하고 그냥 거절하고 갑분싸를 만들었는데 이제는 그러기 싫었다. 근데 후회가 된다. 소중한 내 시간과 에너지.. 이런.",..,4주 전
9~10월,a 오타쿠모임 ) 저는 2주전 쯤에 전화로 예약해두었고 이용시간은 3시간 반 정도였어요 근데 몰랐는데 오늘 모인 6명이 모두 fp였음 울지않게 조심해~ 갑분싸될 각오하고 플리에 넣어둔 실.카 다행히 실리카겔을 조아해주는 친구가 있어 정말 기뻤습니다…. 그리고 국물튈까봐...,green potatos,4주 전
마감치려는데 점잖은 훈훈한 남녀 두분이...,소개팅 식사 후 카페데이트 오신 각 같아서 개꾸르잼 같아 보여서 ☺️☺️☺️☺️☺️☺️☺️☺️ 열시 마감이라고 하고 받았습니당... 헤헤 .. 훈훈한 풋풋한 새로시작하는 새연인썸 기 받는 기분입니당...,프로페셔널 바리스타 스튜디오 by GCC커피작업실,4주 전
Y2K 문자 감성 테스트 시작하기 내 인간관계 성격 알아보기,▶ 숨고 싶지만 안 해서 갑분싸 되는 것보다 하는 게 낫다고 생각한다. 3. 곧 나의 생일이다. 내가 선호하는 생일 날 분위기는? ▶ 가족과 소박하게 지내거나 정말 친한 친구들만 불러서 소소하게 보내기. ▶ 가족들과도 보내고 친구들도 다 불러서 왁자지껄하게 보내기....,아이템보부상님의 블로그,4주 전
[뮤지컬] 오페라의 유령 서울 전동석 회차 자둘 관람 후기 feat.동유령 & 손크리,"Masquerade ~ Notes Wishing you were somehow here again ~ Bravo, Monsieur 2막 첫 씬에 앙드레랑 피르맹 ㅋㅋㅋ 신나하는게 귀여우셨던 마스커레이드는 웅장한 것도 있는데 유령 나올때 갑분싸 되는 모먼트를 좋아하는 나 .. 돈주앙 만들었다고 악보 홱 - ! ㅋㅋㅋ 노트씬에서 칼롯타한테...",엔헤브의 보석 같은 하루,4주 전
"10월, Happy Birthday To Me!",이라고 적힌거 지워버렸따 난 괜찮았는데 갑분싸된 오빠의 표정이 잊히지 않는다ㅋㅋㅋㅋ 생일 덕에 오빠랑 술집도 와보구~~ 근데 생각보다 음식맛은… 별로 ㅋㅎ 소원성취 했다용~~ 사랑하고 고마운 상철쓰~~ 처음으로 집 가는길에 행복해서 눈물찔끔. 충장축제 시즌이랑...,우리는 오늘도,4주 전
하수구 냄새의 마지막 방어선 하수구트랩! (더블링트랩을 아시나요?),"네이버 검색창에 ""더블링트랩 검색"" 갑분싸 ""더블링트랩"" 을 말하는 이유는 바로!! 사진속 인물이 접니다 ㅎㅎ; 뭐 더블링트랩을 제가 직접 연구하고 개발해서 100% 국내 생산하고 있는건 안 비밀입니다. (갑분싸 자랑?) 여기서!! 수많은 하수구트랩 중 더블링트랩을 언급하는덴...",하수구 냄새의 비밀을 풀다.,4주 전
본식끝나고 정산시 궁금한 점,"같이들어가는건지,, 그리고 업체마다 다를거 같긴 한데신랑신부 각각 정산시 카드 2-3개로 끊어서 결제가능한가요? 혼수산다고 카드를 몇 개만들어서 이왕이면 여러개로 결제하고싶어서요 정산중에 갑분싸나 뭔가 조심해야할 건 없을까요ㅋㅋ 경험있으신 분들 경험담 궁금해요",다이렉트 결혼준비,4주 전
이게 왜 갑분싸야?,아기라도 프라이버시가 있는데 아빠가 유명하다고 해서 이름까지 갈켜줘야 되는거냐. 걘 적으로 송님 팬 아닌데 이건 송님이 잘하는 거라고 본다.,",",4주 전
카카오스토리냐 이딴 거 하게?ㅋ,좋아하는 색깔 블랙 했어요~~ 갑분싸 29. 좋아하는 과일 수박 30. 좋아하는 반찬 안 가림 다 잘 먹어 31. 지금 카톡 프사 프사는 없고 배사는 새로랑 찍은 사진 32. 내 성격을 한 마디로 표현하면? 조용 조용하게 팩트 꽂는 나쁜 사람ㅋㅋㅋ 33. 가장 오래 연애한 기간 흠.....,jundong_2_님의 블로그,4주 전
2015년 중국 칭다오 2박 3일 자유여행,근데 이 필터는 좀 분위기 있다 ( ◠‿◠ ) 공항버스 타고 시내로 갔다 한 사람당 20위안 체크인하고 하이디라오같은 곳에서 밥 먹기 면 쇼 촤라락 저거 잘못되면 갑분싸 되는데 다행히 숙련자셨음 저렇게 먹고 290원... 5만원 정도 아놔 한자 달라서 검색해 보니...,에밥이의 비망록,4주 전
플레이리스트 문답 (총 45문항),존나 갑분싸일 거 같은데 일단 노잼 확정 ㅋㅋ 009. 이 노래 가사를 외우시나요? TRACK: 당근 빳따죠 눈 감고도 부름 (당연하다) 새초롬한 표정 연기까지 곁들이기 쌉가능 유키카 진짜 귀엽고 한국말 개잘하고 김치 패치된 시티팝 맛있게 잘하는데 왜 더 뜨지 못한...,앙큼한 앙금,4주 전
몸으로 놀아주는 분들 계실까요?,안녕하세요 이번에 3살된 유기견 아이 (시바) 여아 입양했어요:) 임보하다가 입양으로 바꾼 케이슨데 임보 (2달) 정도 까지는 터그 놀이 자체를 안했었거든요! 그래서 이 친구는 산책 말고는 장난감과 (노즈워크 포함) 그런 놀이들을 즐겨하지 않는구나 생각했었어요! 입양을...,"강사모-반려견 훈련 교육법, 강아지 종류 유기견 입양 방법 안내",4주 전
제발 정신 좀 차리세요 포터리!!!,본인들 실수로 잘못 계산했던걸 환불받으러 오는걸 타임어택 거는게 정상인가요?? 심지어 이런 실수에 어떠한 작은 보상도 없이 그냥 환불만 해준다는게… 카드결제니까 차액입금 이런건 차치하고서라도 그 시간적인 부분 금전적인 부분 소모는 그냥 나몰라라 한다는게...,"브랜디드 [도메스틱, 디자이너, 자체제작 브랜드 패션 카페]",4주 전
23-24시즌 쇼트트랙 월드컵 2차 DAY3 결과/다시보기 링크,쇼트트랙 모르는 사람들 앞에서 하면 갑분싸 되겠지만; 다시보기 링크. 여자 계주 3000m 대한민국 (심석희 김길리 서휘민 박지원) (이수 앱이 먹통이라 홈페이지 사진으로 갈음) 한네캐미 혼전의 혼전을 거듭한 끝에 값진 금메달! 사실 라이브 사수 못했어요. 그래서...,시즌비시즌 1003,4주 전
커뮤 중독인 사람의 갑분싸 화법,커뮤 중독인 사람의 갑분싸 화법,니우마의 아카이브,4주 전
신작로맨스 중드 정추송 사빈빈 주연 청성위아적가인(请成为我的家人) : 나의 가족이 되어줘(2023),ㅋ) - 아직 10화까지만 봤기 때문에 혼자서 추측 ^^ 이 드라마는 근데 좀 갑분싸 이긴 해요. 에? 이렇게 갑자기 막 사랑하게 된다고? ㅋㅋ 이런거요. 무튼 머 달달구리한건 좋습니다. 드라마 전체적인 분위기가 밝기 때문에 약간 어두운 느낌의 이야기들은 아마도 후반기에...,Jasmin Ko ^^*,4주 전
"현지 일상 기록 | 라면, 냉삼, 치킨, 닭꼬치, 청모, 겹겹, 한남동, 탕후루, 아이스크림, 갈치구이, 김밥, 파스타...","현지 일상 기록 뽄지의 주저리 (isfp를 한단어로 ? lazy) 1일1폿 강박증은 없어졌지만 글쓰고 3일이 지나니 뭔가 블로그에 올려야할 것 같아서 정리해보는 현지의 갤러리 기록. 근데 디데이 실화냐고,, 믿겨지지 않는다고... 후딱 끝내고 싶은 마음 반, 조급해져서 시간을...",현지의 후회없는 나날 보내기,4주 전
술버릇,갑분싸~ 아무튼 신랑이 묻는 괜찮아 한마디에 서럽게 울었다. 요즘 보고 있는 책이나 드라마 같은 것들이 너무 나 같아서 감정 이입이 된 건지 유년 시절의 설움까지 남편에게 고백하며 서럽게 울었던 것 같다. 가만히 참 잘 들어준다. 지겨울 텐데... 나 진짜 애같다. 남편도...,어른이 되고 싶은 엄마의 끄적이,4주 전
내 일주일은 참 길구나,갑자기 갑분싸.. 미친 폼폼푸린인가?? 어... 아니다 폼폼푸린?.............. 이랬는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 망곰이였음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 내가 케이크 받아온거 보자마자 망곰이지? 라고해서 다 당황해서 갑분싸 된거였음ㅋㅋㅋㅋㅋㅋㅋㅋ 귀여운 새키들 ㅜㅜ 진짜 너무...,10시 28분,4주 전
10月,붙으면 좋은거고 6광탈하면 유튜브 수익이라도 얻게…헷 최지원이랑 강서연이 옆에서 소리지르는 친구 1 2 맡기로 함 대신 불합격이어도 소리질러야한다했어 갑분싸 절대안됨 1년연장! 축하합니다! 해줘야함 슬퍼하는 건 나 혼자 화장실에서… 나 너무 이런 생각 많이 해서...,日记本,4주 전
