제목,내용,게시자,게시날짜
제 63회 아름드리 꿈그림 벽화그리기 봉사활동 후기,바닥 현수막에 맑눈광 아저씨랑 자꾸 눈마주쳐요··· 깔고 앉기가 부담스럽다 ··· 마무리 시간 3분 남아서 열심히 칠하는 중ㅠ 다들 자기가 맡은 색 끝내고 다른 색 받아서 하는데 특히 1조에 빠진 사람이 2-3명이나 돼서 시간도 빠듯하고 .. 일손이 부족했던 것 같다 다들...,동인데요,4주 전
싱어게인3 - 무명가수전,41호 오프닝 건너뛰기를 막은 가수 42호 가위손 가수 김지수 스타 오디션 위대한 탄생 시즌 1 TOP 4 43호 위대한 가수였던 가수 손진영 스타 오디션 위대한 탄생 시즌 1 TOP 4 44호 600만 명을 울린 가수 정유진 걸그룹 디아크 출신 싱어송라이터 45호 발라드 가수...,인생은 재밌어야 한다.,4주 전
[ 2023년 8월 ] 폼미쳤다,더욱 맑눈광된게 뽀인투ㅋ_ㅋ 아놔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 혜원아 잘그렸다 인정이다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 뭐야 왜따라해~~~~~ 먹짱클럽 모여‼️‼️‼️ 달사진은 갤럭시 못이김… 그래도 아이폰이 짱이지^_^ 누가 매장에서...,땡경쓰 2학년8반인디٩( ᐛ )و,4주 전
"[시부야] 도쿄 시부야 디즈니스토어 방문후기 디즈니스토어에서만 파는 제품 추천, 디즈니스토어 면세",커다란 곰인형도 귀여운 아이들이 많았는데요 특히 디즈니 공주를 컨셉으로 한 아이들이 진짜 귀여웠어요 뭔가 맑눈광 느낌의 공주들... 신데렐라는 12시라 돌아갔고 나머지 얘들은 남아서 무도회 악깡 정신으로 버티고 있는 느낌이랄까... 3층에는 아이들용 디즈니 공주...,나둥너랑 ♥,4주 전
[부산/대티] 부산 괴정 대티 맛집 오두리할매 셋째딸 연탄쭈꾸미(+웨이팅 팁),"무려 17번째 였습니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 17시 오픈, 17시 도착인데 17번째 깜짝 놀랄만한 웨이팅,,, 1시간 기다려서 6시 15분쯤 들어갔어요 돼지한테 가혹한 기다림 귀여운 외모와 맑은 눈의 쭈꾸미 맑눈광✨ 메뉴는 요렇게 구성되어 있어요! 저희는...","안녕, elly",4주 전
다이어트 변천사+이모저모,예전사진보면 정말 죄스러워요ㅠㅠㅠ 아직도 감량이 필요하고 더 해야하지만 다이어터 친구들 모두 화이팅입니다!!!!!❤️ + 그외 이모저모 공벌레 (꼬리눌림 주의) 죽은 쥐 사이즈미스...우주선 넥카라 맑눈광의 쌀알 베개 성애자...다른 친구들도 베개 좋아하나요?...,P.E.L(펠) - 반려동물은 사랑을 먹는다,4주 전
[계절의 위로] 나를 무시하는 사람을 한 번에 제압해버리기.,"""~이 말이 무슨 의미야?!"" 대신 표정이 정말 맑눈광 ㅎㅎㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저도 나중에 이런 일이 생기면 한번 써먹어봐야겠어요!! 많이 당황할 수 있겠지만 상대가 저를 깎아내릴 권리도 의무도 없어요. 우리가 그런 대우를 받을 이유도 없고요. 그렇기 때문에...",심청사달,4주 전
뚜벅이탈출과 베스트 드라이버는 한끗차이,"운전연수의날,,ㄷ ㄷ ㄷ 엄마가 급히 끄적임 ㅜ 와중에 대충 쓴 멘트 왕웃김 맑눈광재질 아잉교 ㅋㅎ 엄마,, 나,, 안전한 거 맞아? 날씨는 운전하기 딱 좋은 날 ㅎ 운전연습하고 안산 넘어왔는데 엄마가 집 갈땐 나보고 운전하라함 ㅠㅠ 와중에 단풍 물든 거 농협은행,, 상록수...",✧•*¨*•.¸¸♪,4주 전
"해피팡팡 강아지생일케이크, 수제간식 4종세트","10초~15초 정도 데우고 살짝 식혀주면 강쥐들 먹이기에 알맞아 지는 듯 그냥 환장함 강아지 치킨은 살짝 가루날림이 있는 편이다 렌지에 살짝 돌리고, 숟가락으로 으깨서 급여했다 그냥 줬더니 입에 물고 자꾸 돌아다녀서 온 집안이 가루천지 될까봐 ㅋㅋㅋㅋ 김돌체...",Eunalog,4주 전
용산,넘 비싸서 사진않고 사진만 찍어둠 ㅎ 그리고 레고샵 구경하는데 푸 레고가 진짜 귀여웠거덩요 근대 저 토끼가 너무 킹받음 아니 진짜 맑눈광처럼 생기지않음? 무슨일 생기면 손에 저 당근으로 머리 후려칠거같이 생김 그리고 벨리곰 팝업? 같은게 있더라구뇽! 너무너무...,BLOG,4주 전
애들아 다들 망각 깨러가자,옆집 맑눈광 무려 600성옥이라고,붕괴: 스타레일 공식 카페,4주 전
낭만이랑 배좀 타자 좀,교슈님이 사주셨슴요 그럴 줄 알았으면 더 비싼곳 예약할걸 ㅎㅎ 맑눈광 생선 영선이가 사준 거울 수상하다 요즘 앞머리에 빠짐 썩은 제주하늘 음료 (애완동물) 푸하하 개미친 계경.. 진짜 천국의 맛임 아아 우리 42 012 실포 양치 개존맛.. 이러니 내가 학교 다닐때...,복세편살,4주 전
아이콘 받는 애니메이션을 못 봤네요 ㅠㅠ,- 타게시판에 질문글 작성시 무통보 삭제 - 다른곳에서 거래후 생기는 문제를 다플에 글작성시 무통보 삭제 맑눈광 마멧치 아이콘을 받긴 받았는데 ㅠㅠ 어떻게 받았는지 모르겠구... 그냥 있네요 ㅠㅠ 흙흙... 귀여움..... 첫 아이콘이라 그런지 애니메이션 놓친게 자꾸...,다마고치 플러스+,4주 전
"weekly log 69, 231022-1028ㅣthat girl",시험기간에 정신건강이 온전하지 못한 상태에서 작성한 관계로 글이 이랬다 저랬다온전치 못하다는jom 양해부탁해휴ㅕ 1022 매주 디폴트 값 요즘 이러고 살아요 매일 아침 저녁으로 운동하고 공부하고 일하고 발발발 집안일도 하고 그냥 누우면 쓰러져 잠 아주 피곤한데...,Memory Store,4주 전
23[독서] 트렌드 코리아2024 김난도 외 미래의 창,"33 'MZ오피스', 맑눈광(맑은 눈의 광인) 35-36 워케이션, B2E(기업이 내부 구성원을 대상으로 제공하는 상품과 서비스) 40 요즘 기업들에게는 온 보딩만큼이나 '오프 보딩'의 과정도 중요해졌다. 41 『유연함의 힘』의 저자인 수잔 애쉬포드 유연함의 갖기 위해 필요한...",호기심 많은 사람의 하루,4주 전
9월 지민,천재맑눈광 후쿠오카 호르몬!!!!!! 미친놈임 개맛잇음 헉헉헉 또 가고 시퍼 근데 비싸 I am 거지에요~ 웹툰 볼때마다 웃겨죽겠음 @정성혜 @청강 우리 떵혜 좀 잘부탁해… 요즘잘자쿨냥이 통몼짜핫도그 했빘 고양이 사진에서 꼬순내 난다 킁킁 뭔 자취하자마자 창문 빼먹음...,정정정,4주 전
{비 오는 날 극복법} 동기들과 전에 막걸리 마시기,재밌음 언제나 맑은 눈으로 바 동작을 아무렇지 않게 동작을 보여주시는 교수님처럼 맑눈광이 되는 날이 오길 바라며~ 다음 뮤지컬 댄스 수업을 기다리는 수지… 바통 터치 하지도 않았는데 벌써 죽어있네. 참바지락칼제비 오랜만에 또 비오는 날 동기들과 전에 막걸리 다들...,낭만찾아 띵가띵가,4주 전
10.29 HIPPO chocolate 먹고싶어서 그림 | 포토샵 | 브러시,"지금은 새벽 2시~ ^.^ 먹고싶다..ㅋㅋㅋ 맑눈광 느낌 무엇? 암튼 귀엽고 재미있어서 좋았고, 내일 꼭 먹어야 겠다는 다짐을 하며! 드셔보신분들 저랑 소통환영해여 !!! : ) 10 . 29 좋아하는 초코과자 그리기 어떤데 | 포토샵 | 브러시 | 연필느낌 - YouTube",BEAR JIHEE지희,4주 전
10월,기만자들아 윤주가 나 아니냐며 찍으라 했던 ‘동태’ 맑눈광? 그런거 모릅니다 그저 동태 그 자체이다 다정한 째리 우리엄마보다 날 더 잘아는 째리 ~~ ♡ 수족냉증 템 보이면 저렇게 보내준다 ㄱㅇㅇ 넵 아직 시월이 끝은 아니지만 쓸 겨를이 없을것 같아서 미리 업로드...,You never know,4주 전
그대들은 어떻게 살고있어?,서윤이와 홍대 뿌쑤기 챌린지 여긴 ㄹㅇ 맛집이야 웨이팅도 개 길어 ㅋㄹㅋㅋㅋ체인소맨?에서 나오는 친구 같은데 뒷머습만 찍힘ㅋㅋㅋㅋ당근같에 홍대에 코스프레 하고 오시는 분들 많드라 나 너무 맑눈광처럼 나옴ㅋㅋㅅㅋㅎㅋㅋㅋ 영어 노래 개 마니 불렀다는..나 가사...,minjujo0526님의블로그,4주 전
제 12회 이데일리 W 페스타 생생한 현장 속으로,"마지막 토크쇼는 세대공감 OX퀴즈로 20대 대표 맑눈광 김아영님과 30대 대표 유꽃비님 40대 대표 이성배님 50대 대표 강윤성님의 의견을 들어보는 시간이었어요. 요즘 MZ세대들과 기성세대들의 입장차이에서 자주 나오는 문제들이었는데, 세대별 뿐만 아니라 네명의...",tommy timing,4주 전
집 나간 건강 찾기 프로젝트,"산책하면서 찾은 다음에 가고 싶은 가게들 공유합니뎅 맑눈광 철수 우하하 간단하게 술 마시러 원래 금욜 아닌 평일에는 잘 안 가서 다들 めずらしい라고 놀라셨다 내가 적은 포스트잇 저렇게 명찰 안에 넣어주신 게 감동 포인트,, 나 이제 초면인 사람들과 밥 먹으러 가는...",애옹이는 애홍애홍,4주 전
마!,'맑눈광' 비 오는 날의 스카이 캡슐 분위기를 담아낸 사진이랄까.. 숙소로 돌아가는 지하철.. 뭐해..? 광안야행 숙소에서 누워있다가 저녁 먹으러 나갔다 술 종류도 많고 새로 생겨서 깨끗했던 '광안야행' 메뉴가 조금 비싼가?했지만 그래도 맛있게 먹었다 다 먹어서 계산하고...,Jim_In_Luv,4주 전
하루만 더 쉬고 싶어요,회식 끝난 엄마를 만나서 카페 대신 하늘이 간식가게 갔다 간식 앞에서는 맑눈광 눈빛이 생기가 넘치다 못해 살아있다 요즘 블로그 포스팅할 때 최강야구보는데 신인선수라길래 눈길이 한번 스-윽 화 퇴근 후 먹은 허니브레드 매우 오랜만에 먹었는데 맛도리 느끼해서 4조각...,hyeniday,4주 전
P들의 베트남 여행기 '괜찮을까~?' (1),"기내식 냠..(맛은 쏘쏘~ 바라지도 않았음!) 맑눈광 ""언제 도착해"" 도착했는데 이심이 작동하지 않아서 약 한시간 정도는 내적 식은땀 광광 흐름 ㅜ 괜찮을까~? 외국같다 한국같다.. 환전하러 롯데마트(다낭점) 방문 진짜 한국인 짱만타! 한강(다낭점) 이름이 똑같다. 모 흐르다...",서른으로가는문,4주 전
이강인 불어 과외비 100만원,"질문은 질문 게시판에 작성해 주세요 수다세상에 질문글 작성 시 무통보 삭제 될 수 있습니다 이강인에 진심인 맑눈광 파비앙 ㅋㅋ ▣ 몰스에서는 서로에게 최소한의 예의를 지켜야하며, 광고, 악성댓글, 상처를 줄수 있는 댓글, 비방글, 확인되지 않은 마녀사냥이 될 수 있는...",● 몰테일 스토리 - 쉽고 빠른 해외직구 ●,4주 전
[강아지 간식] 존배의 보헤리 서포터즈 마지막 활동이야기,"보헤리 열빙어에 눈돌아가 맑눈광이 된 존뱌 존배의 최최최애간식 보헤리 동결건조 열빙어는 무려 한봉지에 열빙어 50p가 들어있는 대용량 사이즈로 오래두고 먹을 수 있어서 죠아 보이시나요? 알이 꽉 찬 속이,, 자, 여기서 보헤리 열빙어가 특별한 이유...",세상 소중한 내 존배ෆ,4주 전
Reflection,현타와 신기?) 맑눈광곰탱이가 들고 있는 저 쏠라C가 선물인데요 너무 귀엽죠 1. 고려은단 2. 식품안전 관리인증 이 정도면 꼼꼼하게 살펴보고 샀죠?^^ [10/19] 여. 러. 분. 저 스우파 콘서트 갑니다~~~~~~~~~~~ (소리 지르지 말고 박수 쳐~~~~~) 사랑하는 소꿉친구가 티켓팅에...,.,4주 전
[맑눈광] 맑지않은 눈의 직장인이 추천하는 광화문맛집모음기록(23.10 3주차),바로 맑눈광 시리즈~~~~~~~ 맑지 않은 눈의 직장인이 기록하는 광화문 맛집 23년 10월 3주차 기록 지금 시작합니다. 광화문 음식점... 이번주~ 맑눈광~ 추천은 음식점은 황생가칼국수 카페는 스태픽스 지극히 개인적이고 지극히 주관적이고 완전히 내돈내산 그 잡채인 23....,여행가고싶은 직장인,4주 전
[홍대 팝업스토어] 굽네 플레이타운 후기/신메뉴 마라 고추바사삭 후기,귀여운 것 같음 맑눈광 치킨 맛 평가하자면… 맛있다 색다른 치킨 먹고싶을 때 사먹을 의향 있음 마라맛이 나면서도 부담스러울 정도는 아니라 좋음 개인적으로 고추바사삭보다 맛있는 것 같았음 고추바사삭이 생각보다 내 취향이 아니라 그런걸수도 피자는 콘치즈피자?...,일기장,4주 전
이모저모,개학하기 전 교복받았을때 반에 유일한 친구 임소연이 개학하기도전에 코로나 걸려서 외로웠을시절 나에게 온 현은채 ㅠ 매점 뭘 째려봐(아마 임소연 째려봤을듯) 임소연 왤케 귀엽게생겼었냐 맑눈광짤 벚꽃 벚꽃 축제 주연국어단짝 건강검진 우리의 역사가 시작된 날...,Hi,4주 전
10월 29일 일요일 일기,고작 한시간인데? 맥주로 목을 축이고 사진 고르기 타임~~ 나는 맑눈광 양파쿵야 사진을 원했는데 딱 골랐다 캬캬 이런저런~~~사는 얘기~~ 고민 등등 실컷 얘기하고 기분좋게 배부르고 나른한 상태로 헤어졌다. 즐거웠어 얘더라~~~~ 오늘 일기 끝!,먹고 놀깅,4주 전
3월에 간 태국 여행(이보다 알찰 수 없으세요),"틈틈이 인서타도 봤지 맑눈광좌 넘 귀여워 대친이가 베이스 프렙이라고 면세로 싸게 샀는데 좋다고 영업 엄청 해서 소분해 가져온 것도 발라봤다 어디 건지 물어보려다가 그냥 귀찮아서 안 물어봤는데 담날 이렇게 인서타 광고가 뜸,, 근데 인서타 진짜 무서운 게 대친이가...",Wallrufairy,4주 전
"사진으로 기록하는 10월.,.｡ｏ,.｡ｏ,.｡ｏ✿",시험 끝나니 행복해요 끝나기 전엔 불행해요 ㅎ 동태눈 / 맑눈광 =시험 전 후 우리 별 게 다 재밌는 시험기간 별 게 다 맛있는 시험기간..(진짜 맛나지만..)갈비 치킨 붕어빵 끝 광란의 뽀삐보. 호홋••이후에 시간이 된다면....마음이 생긴다면 ... 멘트를 쓰겟어요 조금...,The season of blue,4주 전
61,- 약간 맑눈광 재질이다. 갱의 블로그 첨부하기 나도 너 거에서 가져와야지 생각하면서 쓰고 있었는데 너도 그러면 어떡해? 이날 대화 진짜 웃겼는데 의식의 흐름대로 말해서 기억이 안 난다. 그리고 크로스핏 데려다주면서 갱 : 그거 있잖아 너와 나의 열쇠고리 혤 : 어 맞아...,༺♥༻⠀,4주 전
요새 나의 힐링템,근데 진짜 저 웃는얼굴 너무 행복해보이지 않나요 하 귀여워 나도 저렇게 암생각없이 맑눈광으로 살고시프다 쿼카 웃음보고 다들 월요팅 쿼카 너 오늘 내 머리맡으로 pick 차마 모자이크를 안 하기가 그렇다 저기 원래 쿼카 세마리가 걸려있었는뎁쇼 인마이포켓 했습죠 다들...,옐로그 ¥,4주 전
왜가리 낙서,주인공 감정이 상대적으로 다른캐릭터들에 비해 안드러나는 느낌 MZ세대 맑눈광 생각났다...뭔가...뭔가 대부분은 무표정이라서 무슨 생각을 하고있는지 잘 모르겠음. 그래서 얘가 왜 이런 행동을 하지? 라는 느낌이 간혹 든다. 2. 뭔가 갑작스레 화면 전환되는 연출 감정선이나...,ㅎ ㅏ ㄴ ㅡ ㅣ,4주 전
#23년 10월# 이번 가을은..꽤 길다(?),출근길에 본 맑눈광 고양이 외출 절대로 허락 안 하는 깐깐한 사감 같음ㅠ #30일 보고 옴 이런 류의 영화 올만이라 나름 굳.. 진짜 가볍게 보기 좋은 코미디 vod로 봤어도 ㄱㅊ았을듯 그나저나 정소민 너무 이쁨 언니랑 #천안히노아지 메뉴 이름은 기억 안 나는데 너무 만족한...,Kong_log,4주 전
사직동두피관리 잘하는 느낌좋은 스킨 금단비가,완전 맑눈광이 되어버렸지 뭐에요 ㅎ 목 뒤에도 봉 같은 걸로 시원하게 케어해주시니 머리가 확 맑아지는 느낌 ! 두피케어 받고 나니 뭔가 얼굴라인이 확실히 리프팅되면서 붓기가 빠진 느낌이라 진짜 이건 꼭 받아야겠구나 싶더라고요 ㅎ 두피 관리 후엔 정돈할 수 있도록...,Enjoy your life ❣️,4주 전
[세븐틴끼리카톡하기]청춘쪽지 00. 청춘은 바로 지금,19살 - 행운고 밴드부 '세븐틴' 보컬 담당 - 맑눈광. 윤정한을 빼놓고 광기를 말하지 마라. - 동생 : 부승관 홍지수. 19살. - 행운고 밴드부 '세븐틴' 보컬 담당 - 맑눈광2. 면접 때 이상한 춤 추고 보컬로 합격함. 문준휘. 19살 - 행운고 밴드부 '세븐틴' 드럼 담당 - 덩치는...,체리 자바머거˙Ⱉ˙,4주 전
9월 대만 가오슝 자유여행/가오슝 맛집/가오슝 우육면/삼우우육면/항원우육면/대만 현지식 오리고기...,"뭔데 맑눈광 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋ 대만 맑눈광 인정 오리 덮밥 ? 60 NTD 스몰이고 빅은 70 NTD 그럭저럭 향도 없고 먹을만 했땨 간장 소스도 자작하니 적셔 먹움 꿀 수프 약간 갈비탕 맛 같은건데 가격 기억 안남 ,,, 메뉴판에 왜 가격 안보이냐 ㅠ 한자는 모르겠고...",Inspire you,4주 전
주현영 닮은꼴 근황.JPG,맑눈광 닮은꼴 만남 https://www.dogdrip.net/518248407 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,바이크튜닝매니아 오토바이 스쿠터 중고장터 배달 유머글 바튜매,4주 전
이해하라고 강요당함,시끄럽다고 햇더니 역시나 사과고 나발이고 그정도는 참아줘야한다며 이해를 강요하네요 역시 충소충들은 낯짝도 두꺼움,층간소음과 피해자 쉼터,4주 전
대행해주는 프로그램,그 전 차수들은 다 재미가 없어서 잘 안봤는데 {슬픈건 더 보기가 마음아파서 보다보면 울게 되어 우울해지거든요....} 어제 재방 보는데 놀이동산 편에 맑눈광 인 여자분 이랑 토실토실 귀여우신 남자분 둘이 놀이동산 알바체험 하는데 완전 너무 재미있어서 에~ 에~ 하고...,"베베블룸★육아,공구,핫딜,맛집,결혼,임신,교육,건강,쇼핑,체험",4주 전
[팬아트라 하기엔 에메한 팬아트]real 맑눈광 아이네님,이세돌 팬아트 수위 규정 : https://cafe.naver.com/steamindiegame/4685397,왁물원 :: 종합 거시기 스트리머 우왁굳 팬카페,4주 전
2023년 제54회 전국의대테니스대회 후기 by 윤지원(혜화캠),"어제 정기훈련에서 경험하니 무서웠던 맑눈광의 멋있는 어진 선배님 2-3. 경기 후 상대팀과 훈훈한 마무리, V_V!!!!!! 제게 이번 대회는 '내년에 꼭 나가야겠다'는 결심을 한 계기가 됐습니다. 예과 동안 전의테를 출전해보지 않으면 이후에 후회가 남을 것 같다는 생각이...",경희의대 TOPSPIN,4주 전
주인공은 의자입니다만,주인공은 의자입니다만 보관이 버거운 피규어 의자 마피아 미사키에게 딱! 분위기 극과 극 유노아 둥이 근데 유노아 손파츠 어떻게 빼요? 죽어도 안 빠짐 ㅋㅋㅋㅋㅋ 그리고 둘이 왜 얼굴 크기 다르죠?? 옛날 유노아가 더 소두라 예쁘네요 유노아 이런 애들이 더 무서워오,INTEGRITY TOYS.,4주 전
갬성 맑눈광 애플,"세계 최대 모터스포츠 f1에서 제가 제일 좋아하는 선수와 그가 달고 뛰는 44번을 각인으로 넣었습니다. 각인을 넣고 주문하면, 연결화면에서 각인까지!! 똑같이 나오네요ㄷㄷㄷㄷ갬성을 대하는 애플의 광기","아사모 -[아이폰15 / Plus / Pro / Max, 아이패드, 애플워치]",4주 전
오목이는 맑눈광?!,원래 오목이눈 한층더 초롱해진 모습!!!,아일렛 온라인 한국 커뮤니티,4주 전
이 임티 볼때마다 킹받음,난 이 임티를 제일 좋아함 초롱한맑눈광짭곡가,제5인격 공식 카페,4주 전
예능 추천,러닝맨을 안봐서 광수가 얼마나 웃긴 캐릭터인지 몰랐는데 말하는 센스가 장난이 아닌게 괜히 예능신이라고 불리는게 아니였어요ㅋㅋ 김우빈은 또 왜이렇게 잘 웃고 진지한테 털털하고 재밌냐고요..도경수는 맑눈광 느낌ㅋㅋ 김기방도 웃기고 ㅋㅋ 너무나 무해한...,캐나다 맘스톡,4주 전
뜬금 스매커추천!,냅다 미로룸으로 끌고가는걸 보니 너무 마음에 들었나봐요 맑눈광 가자 지옥으로!!!!! 요고의 정체는 비타폴 곡물 그려진 스매커!! 혹쉬나 스매커 편식하는 햄소토가 있다면 요거 한번 먹여보셔요!ㅎㅎ 오랜만에 기호도 좋은걸 찾아서 행복하구만요♥️,햄멍,4주 전
사랑하니입양원하니그럼 클릭하니,행동사의 미쓰진= 지우 행동사의 아이돌= 하니 얼마전 가족을 만나 너무 너무 잘살고 있는 연필이와 지우를 만나고 왔어요. 지우 어머님이 손수 정성스레 떠주신 목도리를 선물로 주셨는데 어쩜 이렇게 깜찍할 수가...???? 의젓한 잘생긴 연필이와 차분하고 청순한 지우와...,행동하는 동물 사랑,2023.10.26.
나는솔로17기 영식,같은 맑눈광같은 또랑또랑 눈 크고 이런 타입 안좋아하는데 묘하게 빠져들어요 매력있다..❣️ 계획형 인간 짱좋네여 ㅋㅋㅋ 파워P로써 맛집리스트 막 준비해놓은거 멋있어요 반해벌임 이번 기수 사람들은 직업들이 다 반전이네여 ㅋㅋㅋㅋ,엄빠도처음이야 - 핫딜/체험단/후기 맛집,2023.10.26.
너무 이쁘고 귀여웠던 아름이 아기 시절❤,맑눈광 아름이 눈 쪼그마한 아름이 애기 이빨 아르미 애기 시절 너무 귀엽고 이쁘죠ㅠㅠ,에버랜드 동물원 주토피아 - 판다/호랑이/사자/기린/곤충/사육사,2023.10.26.
시간가는 줄 모르는 돈치치 임보 2일차,"닭가슴살엔 맑눈광이 되는 돈치치 잘 때가 되니 척 붙어서 쉬네요. 집안 생활이 매우 익숙해보여요. 사랑도 많이 받은 것 같고 줄 줄도 아는 돈치치. 네, 1초마다 귀염 발사 중입니다. 귀염이 DNA의 99%인 듯. 저랑 출근하는 데도 너무 신나요. 세상이 너무 궁금해요. 음대를...",사단법인 용인시동물보호협회[(사)용보협],2023.10.26.
마술사 양파쿵야 닮은거 같음,뭔가 은은하게 초점이 없는거 같고 인게임 이미지 때문인지 살짝 미친거 같기도 하고 맑눈광 이미지가 있달까 뭔가 닮은거 같아..... 옆집에 동파쿵야를 넘볼 수는 없지만 보다보면 느낌잇달까...그냥 그래 그렇다고,마피아42,2023.10.26.
사무실에서 계속 지저분(?)한 소리를 내는 상사분 ㅠㅠ,"신경안쓰려고 마음을 다잡는데 한번 신경쓰니까 계속 신경쓰이네요 ㅠㅠ 60대 부서장님이 제 자리 바로 옆에 계신데 종일 뭔가를 드시면서 쩝쩝대는 소리, 트름하는 소리, 이빨사이에 음식물을 빼는 듯한 소리 등등 ㅠㅠ 그런 소리가 남들한테 피해가 되는 지 모르는 거...",●디젤매니아● 대한민국 일등 패션 커뮤니티 디매인 DMAIN,2023.10.25.
[스테디셀러] 대전/천안/청주 지역분석 및 중소도시 투자 노하우 뚜또 튜터님 특강 및 실시간 코칭 후기,다른 분들과 마찬가지로 1호기를 하기 위해서 맑눈광이 되어서 투자 단지를 찾고 있습니다. 그쯤에 뚜또 튜터님의 대전/천안/청주 지역... 저도 최근에 맑눈광이 되어서 투자 물건을 찾으러 다니다보니 드는 생각이었는데.. 와.. 내가 4월에만 왔어도 진짜 바닥 잡을 수...,월급쟁이부자들 (직장인 재테크 부동산 스터디 경매 파이어족),2023.10.25.
[10월 24일 뱅송 후기],초롱초롱해서 맑눈광 같았다네~ 나중에는 호박에 줄도 그어주고 유령 옷도 입혀주면서 더 귀엽게 꾸며주기도 했다네~ 옷입은 유령들은 머리카락도 생겼다네~ 아침부터 잔잔하게 데코를 하고있으니까 뭔가 일처럼 느껴져서 싫어하던 포키쨩이었다네~ 그래서 잠쉬 쉬기도할겸...,포키쨩 팬카페 ＃ 연중무휴 포차,2023.10.24.
믿고쓰는 무늬오징어에기 구매 초이스!.,"<무늬오징어에기 : 쭈꾸미 갑오징어 무늬 오징어 에기 세트 보관 케이스 야광 요즈리 에기, 3.5호에기10종+보관집> 주상욱, 고정 욕심에 맑눈광 모드→이수근 1㎏ 무늬오징어 신기록 (도시어부5)[어제TV] [유망 낚시터] 연안 에깅터로 초강추!_영덕 축산항...",를사랑하는 영공주,2023.10.24.
낙서라도 괜찮으시다면...,이건...오늘 눈 채색강좌 보고 한건데 그냥 맑눈광이 되버린...비운의 그림2입니다...ㅠ 이때까지만해도 느낌은 좋았다구요ㅠㅠㅠ 어째서 비운의그림밖에 없는진 모르겠지만 다음번에 각잡고 그려올게요...ㅎㅎㅎ,레볼루션:하트 공식 팬카페,2023.10.23.
"2023.10.22 아이네님 다시보기(명태/감 나무위키, 와우 하드코어 서버 3일차)",01:44:04 하고 싶은 말을 말로 정리해서 전해주는게 좋은 챤님 01:45:00 맑눈광 표정 짓는 아이네님 01:47:02 뢴트님 때려준다해서 기분 좋아진 챤님 01:47:26 아이네님한테 옷과 1골드 준 챤님 01:48:03 세상에 없는 셔츠 디자이너 01:48:47 말 꺼내고 아차차...,왁물원 :: 종합 거시기 스트리머 우왁굳 팬카페,2023.10.23.
"✅ 23.10.22 챤클립 ( 아이네님, 징버거님 ) ✅",맑눈광 표정을 지으시는 아이네님 챠니의 말을 회피하시는 아이네님 마네쟈 땜에 속 터지는 챠니 아이네님 반응 아이네님 서울 가면 나머지도 다 따라갈 거라는 르르땅 : 그러다 챠니 집 터지는 거 아니에요...? 챠니의 그 썸네일을 보신 아이네님 챠니의 버튜버 30문답...,왁물원 :: 종합 거시기 스트리머 우왁굳 팬카페,2023.10.23.
"[모열이] 실전경험담 필사 #1 500번의 고민 501번째 선택, 나의 1호기 [숨유지]",1년 반동안 5천 시간을 투입했는데 '그저 그런' 투자를 하고 싶지 않았습니다. 이때부터 제 눈은 '맑눈광'으로 변합니다. 본격적인 매수 스토리는? 2탄에서 만나요~ <월부에서 꼭 읽어야 할 BEST 추천글> ☆돈 벌 기회가 다가오고 있습니다☆ https://cafe.naver.com/wecando7/9408389,월급쟁이부자들 (직장인 재테크 부동산 스터디 경매 파이어족),2023.10.23.
10/21 방송후기,화이팅 맑눈광 본계 첫번째판! 네온레이나 엔트리 듀오가 같은팀 인종차별유도해서 게임 던지게 만들었지요 거기에 소바도 그렇게 케어 다해줬는데 계속 던지는거 아쉬웠다에요 근데 상대팀도 던지네..? 어우 머리아파 ㅋㅋㅋ 게임 진행 따라가기 힘들다에요 여하튼...,몽총이의 직박구리,2023.10.22.
신청 마감,"♣︎신청 양식 : ♧리퀘: 출처/ 좋아하는 이모지 ♧캐디: 키워드 최소 5개 이상/ 좋아하는 동물 * 양식 잘 지켜주세요!!! ♣︎모집 인원 : nn명 ♣︎ 기타 사항 : 자캐 외 캐릭터, 중참, 링크 받지 않아요! ♧조건- 그림 받으시고 댓글 남겨주실 분♧ 리퀘를 해드리면 마음에...",네오아카데미,2023.10.22.
2023.10.14 ~ 10.22 아이네님 관련 왁굳형/챤님/르르님/버거님 클립,/ 어차피 생길 문제는 생기더라고요 : 죄송한데 맑눈광이신가요? : 아싸! 넌 이제 죽었다 뢴트게늄! : 아이네 언니한테 옷 좀 줬거든 / 나중에 10배로 갚아 : 이제 저 셔츠를 디자인한 분은 이세상에 없으셔 말 꺼내고 아차차 싶은 챤님 : 야!!!!!!!! 뢴트게늄!!!!!!!!! 아우!!!! 속 터져!!...,왁물원 :: 종합 거시기 스트리머 우왁굳 팬카페,2023.10.22.
